label,message,message_length,tokens,word_count
ham,hey galsu all wanna meet 4 dinner at nte,40,"['hey', 'galsu', 'all', 'wanna', 'meet', '4', 'dinner', 'at', 'nte']",9
spam,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,146,"['dear', '0776xxxxxxx', 'uve', 'been', 'invited', 'to', 'xchat', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'txt', 'chat', 'to', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18yrs']",22
ham,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,138,"['babe', 'what', 'are', 'you', 'doing', 'where', 'are', 'you', 'who', 'are', 'you', 'talking', 'to', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'being', 'a', 'good', 'boy', 'are', 'you', 'missing', 'me', 'do', 'you', 'love', 'me']",32
ham,great how is the office today,29,"['great', 'how', 'is', 'the', 'office', 'today']",6
ham,its cool we can last a little while getting more any time soon,62,"['its', 'cool', 'we', 'can', 'last', 'a', 'little', 'while', 'getting', 'more', 'any', 'time', 'soon']",13
ham,sad puppy noise,15,"['sad', 'puppy', 'noise']",3
ham,yes its possible but dint try pls dont tell to any one k,56,"['yes', 'its', 'possible', 'but', 'dint', 'try', 'pls', 'dont', 'tell', 'to', 'any', 'one', 'k']",13
ham,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota,99,"['anyway', 'holla', 'at', 'me', 'whenever', 'youre', 'around', 'because', 'i', 'need', 'an', 'excuse', 'to', 'go', 'creep', 'on', 'people', 'in', 'sarasota']",19
ham,where you what happen,21,"['where', 'you', 'what', 'happen']",4
ham,i was gonna ask you lol but i think its at 7,44,"['i', 'was', 'gonna', 'ask', 'you', 'lol', 'but', 'i', 'think', 'its', 'at', '7']",12
spam,ur cashbalance is currently 500 pounds to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl,136,"['ur', 'cashbalance', 'is', 'currently', '500', 'pounds', 'to', 'maximize', 'ur', 'cashin', 'now', 'send', 'go', 'to', '86688', 'only', '150pmeg', 'cc', '08718720201', 'hgsuite3422lands', 'roww1j6hl']",21
spam,private your 2003 account statement for shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004,124,"['private', 'your', '2003', 'account', 'statement', 'for', 'shows', '800', 'unredeemed', 'sim', 'points', 'call', '08715203685', 'identifier', 'code4xx26', 'expires', '131004']",17
ham,go chase after her and run her over while shes crossing the street,66,"['go', 'chase', 'after', 'her', 'and', 'run', 'her', 'over', 'while', 'shes', 'crossing', 'the', 'street']",13
spam,id like to tell you my deepest darkest fantasies call me 09094646631 just 60pmin to stop texts call 08712460324 nat rate,120,"['id', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', '09094646631', 'just', '60pmin', 'to', 'stop', 'texts', 'call', '08712460324', 'nat', 'rate']",21
ham,hey very inconvenient for your sis a not huh,44,"['hey', 'very', 'inconvenient', 'for', 'your', 'sis', 'a', 'not', 'huh']",9
ham,ok i vldo u know i got adsense approved,39,"['ok', 'i', 'vldo', 'u', 'know', 'i', 'got', 'adsense', 'approved']",9
ham,was really good to see you the other day dudette been missing you,65,"['was', 'really', 'good', 'to', 'see', 'you', 'the', 'other', 'day', 'dudette', 'been', 'missing', 'you']",13
ham,i want to go to perumbavoor,27,"['i', 'want', 'to', 'go', 'to', 'perumbavoor']",6
ham,how many times i told in the stage all use to laugh you not listen aha,70,"['how', 'many', 'times', 'i', 'told', 'in', 'the', 'stage', 'all', 'use', 'to', 'laugh', 'you', 'not', 'listen', 'aha']",16
ham,you didnt hear it from me,25,"['you', 'didnt', 'hear', 'it', 'from', 'me']",6
ham,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,130,"['thanks', 'for', 'being', 'there', 'for', 'me', 'just', 'to', 'talk', 'to', 'on', 'saturday', 'you', 'are', 'very', 'dear', 'to', 'me', 'i', 'cherish', 'having', 'you', 'as', 'a', 'brother', 'and', 'role', 'model']",28
ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,97,"['pls', 'clarify', 'back', 'if', 'an', 'open', 'return', 'ticket', 'that', 'i', 'have', 'can', 'be', 'preponed', 'for', 'me', 'to', 'go', 'back', 'to', 'kerala']",21
spam,natalie 20f is inviting you to be her friend reply yes165 or no165 see her wwwsmsacunatalie2k9 stop send stop frnd to 62468,123,"['natalie', '20f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes165', 'or', 'no165', 'see', 'her', 'wwwsmsacunatalie2k9', 'stop', 'send', 'stop', 'frnd', 'to', '62468']",22
ham,she ran off with a younger man we will make pretty babies together,66,"['she', 'ran', 'off', 'with', 'a', 'younger', 'man', 'we', 'will', 'make', 'pretty', 'babies', 'together']",13
spam,jamster to get your free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186,102,"['jamster', 'to', 'get', 'your', 'free', 'wallpaper', 'text', 'heart', 'to', '88888', 'now', 'tc', 'apply', '16', 'only', 'need', 'help', 'call', '08701213186']",19
ham,o ic lol should play 9 doors sometime yo,40,"['o', 'ic', 'lol', 'should', 'play', '9', 'doors', 'sometime', 'yo']",9
ham,dunno my dad said he coming home 2 bring us out 4 lunch yup i go w u lor i call u when i reach school lor,105,"['dunno', 'my', 'dad', 'said', 'he', 'coming', 'home', '2', 'bring', 'us', 'out', '4', 'lunch', 'yup', 'i', 'go', 'w', 'u', 'lor', 'i', 'call', 'u', 'when', 'i', 'reach', 'school', 'lor']",27
ham,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it,84,"['desires', 'u', 'going', 'to', 'doctor', '4', 'liver', 'and', 'get', 'a', 'bit', 'stylish', 'get', 'ur', 'hair', 'managed', 'thats', 'it']",18
ham,hmmmstill we dont have opener,29,"['hmmmstill', 'we', 'dont', 'have', 'opener']",5
ham,yeah so basically any time next week you can get away from your mom amp get up before 3,87,"['yeah', 'so', 'basically', 'any', 'time', 'next', 'week', 'you', 'can', 'get', 'away', 'from', 'your', 'mom', 'amp', 'get', 'up', 'before', '3']",19
ham,i will vote for wherever my heart guides me,43,"['i', 'will', 'vote', 'for', 'wherever', 'my', 'heart', 'guides', 'me']",9
ham,with my sis lor we juz watched italian job,42,"['with', 'my', 'sis', 'lor', 'we', 'juz', 'watched', 'italian', 'job']",9
ham,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,92,"['tick', 'tick', 'tick', 'where', 'are', 'you', 'i', 'could', 'die', 'of', 'loneliness', 'you', 'know', 'pouts', 'stomps', 'feet', 'i', 'need', 'you']",19
ham,lmao you know me so well,24,"['lmao', 'you', 'know', 'me', 'so', 'well']",6
ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,169,"['am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'im', 'afraid', 'not', 'im', 'staying', 'skyving', 'off', 'today', 'ho', 'ho', 'will', 'be', 'around', 'wednesday', 'though', 'do', 'you', 'fancy', 'the', 'comedy', 'club', 'this', 'week', 'by', 'the', 'way']",34
ham,goodnight da thangam i really miss u dear,41,"['goodnight', 'da', 'thangam', 'i', 'really', 'miss', 'u', 'dear']",8
ham,hey next sun 1030 theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,124,"['hey', 'next', 'sun', '1030', 'theres', 'a', 'basic', 'yoga', 'course', 'at', 'bugis', 'we', 'can', 'go', 'for', 'that', 'pilates', 'intro', 'next', 'sat', 'tell', 'me', 'what', 'time', 'you', 'r', 'free']",27
ham,geeeee your internet is really bad today eh,43,"['geeeee', 'your', 'internet', 'is', 'really', 'bad', 'today', 'eh']",8
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674,143,"['free', 'video', 'camera', 'phones', 'with', 'half', 'price', 'line', 'rental', 'for', '12', 'mths', 'and', '500', 'cross', 'ntwk', 'mins', '100', 'txts', 'call', 'mobileupd8', '08001950382', 'or', 'call2optout674']",24
ham,i think i am disturbing her da,30,"['i', 'think', 'i', 'am', 'disturbing', 'her', 'da']",7
ham,sorry ill call you later i am in meeting sir,44,"['sorry', 'ill', 'call', 'you', 'later', 'i', 'am', 'in', 'meeting', 'sir']",10
ham,havent stuck at orchard in my dads car going 4 dinner now u leh so r they free tonight,86,"['havent', 'stuck', 'at', 'orchard', 'in', 'my', 'dads', 'car', 'going', '4', 'dinner', 'now', 'u', 'leh', 'so', 'r', 'they', 'free', 'tonight']",19
ham,ok i also wan 2 watch e 9 pm show,33,"['ok', 'i', 'also', 'wan', '2', 'watch', 'e', '9', 'pm', 'show']",10
ham,i dunno lei like dun haf,24,"['i', 'dunno', 'lei', 'like', 'dun', 'haf']",6
ham,but your brother transfered only ltgt ltgt pa,45,"['but', 'your', 'brother', 'transfered', 'only', 'ltgt', 'ltgt', 'pa']",8
ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me,115,"['i', 'calls', 'you', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'in', 'south', 'mumbai', 'i', 'can', 'hear', 'you', 'but', 'you', 'cannt', 'listen', 'me']",22
spam,83039 62735450 uk break accommodationvouchers terms conditions apply 2 claim you mustprovide your claim number which is 15541,125,"['83039', '62735450', 'uk', 'break', 'accommodationvouchers', 'terms', 'conditions', 'apply', '2', 'claim', 'you', 'mustprovide', 'your', 'claim', 'number', 'which', 'is', '15541']",18
ham,talk to g and x about that,26,"['talk', 'to', 'g', 'and', 'x', 'about', 'that']",7
ham,hai dear friends this is my new amp present number by rajitha raj ranju,71,"['hai', 'dear', 'friends', 'this', 'is', 'my', 'new', 'amp', 'present', 'number', 'by', 'rajitha', 'raj', 'ranju']",14
spam,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,155,"['5p', '4', 'alfie', 'moons', 'children', 'in', 'need', 'song', 'on', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', 'to', '8007', 'for', 'nokias', 'or', 'poly', 'charity', 'for', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",31
ham,as in different styles,22,"['as', 'in', 'different', 'styles']",4
spam,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 150perweeksub,127,"['win', 'a', '200', 'shopping', 'spree', 'every', 'week', 'starting', 'now', '2', 'play', 'text', 'store', 'to', '88039', 'skilgme', 'tscs08714740323', '1winawk', 'age16', '150perweeksub']",20
ham,gud ni8 dearslp welltake careswt dreamsmuah,43,"['gud', 'ni8', 'dearslp', 'welltake', 'careswt', 'dreamsmuah']",6
spam,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call 09066361921,126,"['this', 'is', 'the', '2nd', 'attempt', 'to', 'contract', 'u', 'you', 'have', 'won', 'this', 'weeks', 'top', 'prize', 'of', 'either', '1000', 'cash', 'or', '200', 'prize', 'just', 'call', '09066361921']",25
ham,well im glad you didnt find it totally disagreeable lol,55,"['well', 'im', 'glad', 'you', 'didnt', 'find', 'it', 'totally', 'disagreeable', 'lol']",10
ham,guy no flash me now if you go call me call me how madam take care oh,68,"['guy', 'no', 'flash', 'me', 'now', 'if', 'you', 'go', 'call', 'me', 'call', 'me', 'how', 'madam', 'take', 'care', 'oh']",17
spam,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705,152,"['do', 'you', 'want', 'a', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', 'with', '300', 'free', 'minutes', 'to', 'any', 'mobile', '100', 'free', 'texts', 'free', 'camcorder', 'reply', 'or', 'call', '08000930705']",26
ham,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards,90,"['mark', 'works', 'tomorrow', 'he', 'gets', 'out', 'at', '5', 'his', 'work', 'is', 'by', 'your', 'house', 'so', 'he', 'can', 'meet', 'u', 'afterwards']",20
ham,keep ur problems in ur heart bcoz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g 9t sd ham yeah give me a call if youve got a minute ham hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks fuckinniceselfishdeviousbitchanywayil call u,323,"['keep', 'ur', 'problems', 'in', 'ur', 'heart', 'bcoz', 'nobody', 'will', 'fight', 'for', 'u', 'only', 'u', 'amp', 'u', 'have', 'to', 'fight', 'for', 'ur', 'self', 'amp', 'win', 'the', 'battle', 'vivekanand', 'g', '9t', 'sd', 'ham', 'yeah', 'give', 'me', 'a', 'call', 'if', 'youve', 'got', 'a', 'minute', 'ham', 'hi', 'babe', 'uawakefeellikw', 'shitjustfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarried', '4thnovbehind', 'ourbacks', 'fuckinniceselfishdeviousbitchanywayil', 'call', 'u']",56
ham,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one its amazing,230,"['amazing', 'if', 'you', 'rearrange', 'these', 'letters', 'it', 'gives', 'the', 'same', 'meaning', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'the', 'eyes', 'they', 'see', 'election', 'results', 'lies', 'lets', 'recount', 'motherinlaw', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'its', 'amazing']",37
ham,aiya we discuss later lar pick up at 4 is it,44,"['aiya', 'we', 'discuss', 'later', 'lar', 'pick', 'up', 'at', '4', 'is', 'it']",11
ham,hey happy birthday,18,"['hey', 'happy', 'birthday']",3
ham,sorry i missed your call can you please call back,49,"['sorry', 'i', 'missed', 'your', 'call', 'can', 'you', 'please', 'call', 'back']",10
ham,omg if its not one thing its another my cat has worms when does this bad day end,80,"['omg', 'if', 'its', 'not', 'one', 'thing', 'its', 'another', 'my', 'cat', 'has', 'worms', 'when', 'does', 'this', 'bad', 'day', 'end']",18
ham,good morning im suffering from fever and dysentry will not be able to come to office today,90,"['good', 'morning', 'im', 'suffering', 'from', 'fever', 'and', 'dysentry', 'will', 'not', 'be', 'able', 'to', 'come', 'to', 'office', 'today']",17
ham,i wont do anything de,21,"['i', 'wont', 'do', 'anything', 'de']",5
ham,what type of stuff do you sing,30,"['what', 'type', 'of', 'stuff', 'do', 'you', 'sing']",7
ham,st andre virgils cream,22,"['st', 'andre', 'virgils', 'cream']",4
ham,my fri ah okie lorgoin 4 my drivin den go shoppin after tt,58,"['my', 'fri', 'ah', 'okie', 'lorgoin', '4', 'my', 'drivin', 'den', 'go', 'shoppin', 'after', 'tt']",13
ham,gokila is talking with you aha,30,"['gokila', 'is', 'talking', 'with', 'you', 'aha']",6
ham,hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,114,"['hi', 'shanilrakhesh', 'herethanksi', 'have', 'exchanged', 'the', 'uncut', 'diamond', 'stuffleaving', 'back', 'excellent', 'service', 'by', 'dino', 'and', 'prem']",16
ham,kkthis month kotees birthday know,33,"['kkthis', 'month', 'kotees', 'birthday', 'know']",5
ham,but im really really broke oh no amount is too small even ltgt,62,"['but', 'im', 'really', 'really', 'broke', 'oh', 'no', 'amount', 'is', 'too', 'small', 'even', 'ltgt']",13
ham,sorry about that this is my mates phone and i didnt write it love kate,70,"['sorry', 'about', 'that', 'this', 'is', 'my', 'mates', 'phone', 'and', 'i', 'didnt', 'write', 'it', 'love', 'kate']",15
spam,themobhit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaperall 4 free,143,"['themobhit', 'the', 'link', 'to', 'get', 'a', 'premium', 'pink', 'panther', 'game', 'the', 'new', 'no', '1', 'from', 'sugababes', 'a', 'crazy', 'zebra', 'animation', 'or', 'a', 'badass', 'hoody', 'wallpaperall', '4', 'free']",27
ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,160,"['ah', 'well', 'that', 'confuses', 'things', 'doesnt', 'it', 'i', 'thought', 'was', 'friends', 'with', 'now', 'maybe', 'i', 'did', 'the', 'wrong', 'thing', 'but', 'i', 'already', 'sort', 'of', 'invited', 'tho', 'he', 'may', 'not', 'come', 'cos', 'of', 'money']",33
ham,aight call me once youre close,30,"['aight', 'call', 'me', 'once', 'youre', 'close']",6
ham,nope thats fine i might have a nap tho,38,"['nope', 'thats', 'fine', 'i', 'might', 'have', 'a', 'nap', 'tho']",9
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom,150,"['this', 'msg', 'is', 'for', 'your', 'mobile', 'content', 'order', 'it', 'has', 'been', 'resent', 'as', 'previous', 'attempt', 'failed', 'due', 'to', 'network', 'error', 'queries', 'to', 'customersqueriesnetvisionukcom']",23
